point_id,OBJECTID,accidents_on_segment,point_in_segment,lat,lon,cause,fatal,speed_limit,f85_kmh,percentage_over_speedlimit,road_class,land_use,safety_score_level,objects_detected_pct,<img>,image_url
A1150,40179,5,1,18.5729025,99.5507665,speeding,0,90,81.9,9,secondary,RURAL,Attention,"road: 39%, vegetation: 24%, lane marking: 7%, guardrail: 1%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1150.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1150.jpg
A1151,40179,5,2,18.4326185,99.5427277,speeding,0,90,81.9,9,secondary,RURAL,Attention,"road: 39%, vegetation: 14%, lane marking: 6%, terrain: 5%, telephone pole: 4%, utility pole: 2%, curb: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1151.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1151.jpg
A1152,15452,3,1,19.4598804,99.4905728,speeding,0,90,80.0,0,primary,RURAL,Stable,"road: 46%, vegetation: 31%, lane marking: 1%, terrain: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1152.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1152.jpg
A1153,15452,3,2,19.3834811,99.5023599,speeding,0,90,80.0,0,primary,RURAL,Stable,"road: 29%, vegetation: 18%, lane marking: 15%, telephone pole: 1%, fence: 1%, terrain: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1153.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1153.jpg
A1154,36757,2,1,14.4512564,103.3855311,speeding,0,90,93.6,22,primary,RURAL,Stable,"vegetation: 53%, road: 29%, lane marking: 12%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1154.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1154.jpg
A1155,36757,2,2,14.4534061,103.4359329,cutting-in,0,90,93.6,22,primary,RURAL,Stable,"road: 33%, vegetation: 8%, lane marking: 7%, utility pole: 6%, streetlight: 5%, terrain: 5%, building: 3%, fence: 2%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1155.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1155.jpg
A1156,35298,2,1,17.3508672,102.8941352,speeding,0,80,78.0,21,trunk,URBAN,Monitor,"road: 39%, vegetation: 7%, terrain: 6%, lane marking: 3%, telephone pole: 1%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1156.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1156.jpg
A1157,35298,2,2,17.3544228,102.8865122,cutting-in,0,80,78.0,21,trunk,URBAN,Monitor,"road: 43%, vegetation: 6%, streetlight: 2%, lane marking: 2%, terrain: 2%, telephone pole: 1%, pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1157.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1157.jpg
A1158,36194,30,1,11.7474542,99.7581245,speeding,0,90,94.7,31,trunk,URBAN,Critical,"road: 37%, vegetation: 10%, terrain: 6%, telephone pole: 3%, streetlight: 2%, lane marking: 2%, fence: 1%, curb: 1%, building: 1%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1158.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1158.jpg
A1159,36194,30,2,11.8989973,99.7944027,speeding,0,90,94.7,31,trunk,URBAN,Critical,"road: 35%, vegetation: 11%, ladder: 7%, terrain: 7%, lane marking: 3%, guardrail: 3%, streetlight: 2%, utility pole: 2%, curb: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1159.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1159.jpg
A1160,22169,3,1,18.411137,100.1828229,cutting-in,1,90,108.0,55,primary,RURAL,Stable,"road: 35%, vegetation: 14%, lane marking: 8%, terrain: 3%, streetlight: 2%, guardrail: 1%, curb: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1160.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1160.jpg
A1161,22169,3,2,18.420448,100.1798657,speeding,0,90,108.0,55,primary,RURAL,Stable,"road: 34%, vegetation: 11%, lane marking: 8%, terrain: 6%, streetlight: 2%, curb: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1161.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1161.jpg
A1162,34571,13,1,12.6693876,99.8789687,speeding,0,90,106.0,47,trunk,RURAL,Attention,"road: 31%, vegetation: 10%, lane marking: 2%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1162.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1162.jpg
A1163,34571,13,2,12.7136072,99.916656,speeding,1,90,106.0,47,trunk,RURAL,Attention,"road: 36%, vegetation: 8%, terrain: 6%, streetlight: 2%, building: 1%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1163.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1163.jpg
A1164,13555,6,1,11.9007085,102.81157,speeding,0,85,75.5,0,trunk,RURAL,Monitor,"road: 34%, vegetation: 16%, lane marking: 5%, streetlight: 4%, terrain: 3%, guardrail: 2%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1164.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1164.jpg
A1165,13555,6,2,12.2299084,102.6330138,speeding,0,85,75.5,0,trunk,RURAL,Monitor,"road: 38%, vegetation: 15%, lane marking: 5%, terrain: 4%, streetlight: 2%, guardrail: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1165.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1165.jpg
A1166,36326,4,1,13.9198359,100.5184664,speeding,1,80,60.5,6,primary,URBAN,Critical,"road: 30%, streetlight: 7%, lane marking: 7%, sidewalk: 7%, vegetation: 5%, building: 4%, terrain: 4%, curb: 2%, utility pole: 2%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1166.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1166.jpg
A1167,36326,4,2,13.9498752,100.546953,cutting-in,1,80,60.5,6,primary,URBAN,Critical,"road: 30%, building: 10%, sidewalk: 8%, lane marking: 6%, streetlight: 4%, utility pole: 2%, curb: 1%, vegetation: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1167.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1167.jpg
A1168,36165,4,1,11.4918187,99.6010677,speeding,0,90,103.3,49,trunk,URBAN,Attention,"road: 35%, terrain: 8%, lane marking: 5%, vegetation: 5%, barrier: 2%, streetlight: 1%, sidewalk: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1168.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1168.jpg
A1169,36165,4,2,11.4832341,99.6015103,speeding,0,90,103.3,49,trunk,URBAN,Attention,"road: 33%, vegetation: 19%, lane marking: 7%, guardrail: 3%, streetlight: 2%, utility pole: 2%, terrain: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1169.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1169.jpg
A1170,52809,10,1,13.8247244,102.3591202,speeding,0,90,95.2,25,secondary,RURAL,Attention,"road: 34%, vegetation: 11%, terrain: 9%, lane marking: 3%, building: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1170.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1170.jpg
A1171,52809,10,2,13.8843246,102.4843145,speeding,0,90,95.2,25,secondary,RURAL,Attention,"road: 39%, vegetation: 8%, barrier: 1%, terrain: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1171.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1171.jpg
A1172,52374,5,1,12.7089545,102.0892629,speeding,0,90,96.0,30,secondary,RURAL,Attention,"road: 39%, vegetation: 16%, streetlight: 4%, lane marking: 4%, terrain: 2%, barrier: 1%, guardrail: 1%, building: 1%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1172.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1172.jpg
A1173,52374,5,2,12.7211263,102.0825255,speeding,0,90,96.0,30,secondary,RURAL,Attention,"road: 37%, streetlight: 13%, vegetation: 11%, building: 5%, lane marking: 4%, barrier: 3%, terrain: 2%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1173.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1173.jpg
A1174,16093,5,1,16.3654082,99.5581207,speeding,0,90,106.0,55,trunk,RURAL,Monitor,"road: 36%, vegetation: 26%, streetlight: 9%, terrain: 6%, lane marking: 4%, curb: 1%, building: 1%, pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1174.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1174.jpg
A1175,16093,5,2,16.3729368,99.5452376,speeding,0,90,106.0,55,trunk,RURAL,Monitor,"road: 38%, vegetation: 15%, streetlight: 12%, lane marking: 5%, terrain: 2%, guardrail: 1%, pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1175.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1175.jpg
A1176,30696,12,1,15.7896644,104.2409593,speeding,0,90,106.9,55,primary,RURAL,Stable,"road: 35%, vegetation: 20%, streetlight: 9%, lane marking: 4%, terrain: 3%, barrier: 2%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1176.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1176.jpg
A1177,30696,12,2,15.8647818,104.5513237,speeding,1,90,106.9,55,primary,RURAL,Stable,"road: 37%, vegetation: 18%, terrain: 5%, lane marking: 4%, streetlight: 3%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1177.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1177.jpg
A1178,49502,2,1,15.6467573,101.0665585,speeding,0,80,73.0,4,secondary,RURAL,Monitor,"road: 35%, vegetation: 12%, lane marking: 10%, streetlight: 2%, barrier: 2%, curb: 1%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1178.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1178.jpg
A1179,49502,2,2,15.648615,101.0711741,speeding,0,80,73.0,4,secondary,RURAL,Monitor,"road: 34%, vegetation: 16%, streetlight: 14%, lane marking: 10%, building: 1%, pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1179.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1179.jpg
A1180,49220,2,1,13.1811511,100.9955361,speeding,0,90,79.5,10,secondary,URBAN,Attention,"bridge: 47%, overpass: 42%, road: 36%, fence: 6%, wall: 3%, vegetation: 2%, lane marking: 1%, guardrail: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1180.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1180.jpg
A1181,49220,2,2,13.1811458,100.9955335,speeding,0,90,79.5,10,secondary,URBAN,Attention,"bridge: 47%, overpass: 42%, road: 36%, fence: 6%, wall: 3%, vegetation: 2%, lane marking: 1%, guardrail: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1181.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1181.jpg
A1182,5081,2,1,17.6185928,100.1241159,speeding,0,80,94.0,47,trunk,URBAN,Monitor,"road: 37%, vegetation: 37%, streetlight: 12%, lane marking: 2%, curb: 1%, terrain: 1%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1182.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1182.jpg
A1183,5081,2,2,17.6190721,100.1241937,speeding,0,80,94.0,47,trunk,URBAN,Monitor,"road: 35%, vegetation: 22%, lane marking: 12%, curb: 1%, terrain: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1183.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1183.jpg
A1184,17887,2,1,16.7415459,98.5757548,speeding,0,60,84.0,68,primary,URBAN,Monitor,"road: 39%, vegetation: 12%, streetlight: 10%, barrier: 3%, lane marking: 2%, curb: 1%, pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1184.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1184.jpg
A1185,17887,2,2,16.7469601,98.5788573,speeding,1,60,84.0,68,primary,URBAN,Monitor,"road: 42%, vegetation: 6%, terrain: 5%, building: 2%, streetlight: 1%, telephone pole: 1%, pole: 1%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1185.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1185.jpg
A1186,34474,12,1,12.6664598,100.9430313,speeding,0,80,82.5,29,trunk,URBAN,Attention,"road: 38%, vegetation: 6%, lane marking: 5%, building: 4%, streetlight: 3%, telephone pole: 2%, wall: 2%, fence: 2%, sidewalk: 2%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1186.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1186.jpg
A1187,34474,12,2,12.6726509,100.8993028,speeding,0,80,82.5,29,trunk,URBAN,Attention,"road: 38%, viaduct: 8%, overpass: 7%, building: 4%, telephone pole: 3%, bridge: 3%, lane marking: 2%, fence: 1%, sidewalk: 1%, vegetation: 1%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1187.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1187.jpg
A1188,34490,8,1,13.0211341,100.93154,speeding,0,90,92.3,28,trunk,URBAN,Critical,"road: 37%, lane marking: 12%, building: 7%, streetlight: 6%, telephone pole: 2%, curb: 1%, sidewalk: 1%, vegetation: 1%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1188.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1188.jpg
A1189,34490,8,2,13.1162196,100.916784,speeding,0,90,92.3,28,trunk,URBAN,Critical,"road: 31%, barrier: 8%, building: 6%, lane marking: 5%, vegetation: 3%, streetlight: 2%, pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1189.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1189.jpg
A1190,35729,4,1,14.5742384,100.9892397,speeding,1,90,96.6,34,trunk,URBAN,Critical,"road: 33%, lane marking: 8%, barrier: 5%, building: 5%, fence: 4%, curb: 3%, streetlight: 2%, sidewalk: 2%, vegetation: 2%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1190.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1190.jpg
A1191,35729,4,2,14.5203566,100.9192733,speeding,1,90,96.6,34,trunk,URBAN,Critical,"road: 32%, lane marking: 29%, vegetation: 7%, terrain: 2%, pole: 2%, cone: 1%, guardrail: 1%, fence: 1%, curb: 1%, building: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1191.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1191.jpg
A1192,30700,2,1,17.0489674,104.274255,speeding,0,90,94.5,24,primary,URBAN,Monitor,"road: 38%, vegetation: 6%, lane marking: 5%, building: 3%, streetlight: 2%, telephone pole: 1%, wall: 1%, curb: 1%, sidewalk: 1%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1192.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1192.jpg
A1193,30700,2,2,17.0400035,104.286321,speeding,0,90,94.5,24,primary,URBAN,Monitor,"road: 32%, vegetation: 17%, lane marking: 9%, terrain: 6%, telephone pole: 2%, streetlight: 1%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1193.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1193.jpg
A1194,49729,3,1,13.4322583,101.1081433,speeding,0,0,0.0,0,secondary,RURAL,Attention,"road: 36%, vegetation: 7%, streetlight: 3%, lane marking: 3%, building: 2%, curb: 1%, sidewalk: 1%, terrain: 1%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1194.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1194.jpg
A1195,49729,3,2,13.4455617,101.1027159,speeding,0,0,0.0,0,secondary,RURAL,Attention,"road: 38%, vegetation: 13%, streetlight: 6%, lane marking: 2%, curb: 2%, terrain: 2%, sidewalk: 1%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1195.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1195.jpg
A1196,35512,2,1,14.3737985,100.546581,speeding,0,80,91.0,42,primary,URBAN,Monitor,"road: 40%, vegetation: 23%, terrain: 4%, streetlight: 2%, curb: 2%, building: 2%, sidewalk: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1196.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1196.jpg
A1197,35512,2,2,14.3903738,100.5347776,speeding,0,80,91.0,42,primary,URBAN,Monitor,"road: 37%, vegetation: 14%, lane marking: 7%, building: 2%, streetlight: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1197.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1197.jpg
A1198,36281,5,1,16.1582627,103.2896765,speeding,0,90,79.0,0,trunk,URBAN,Monitor,"road: 35%, vegetation: 16%, lane marking: 7%, terrain: 7%, streetlight: 4%, fence: 2%, building: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1198.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1198.jpg
A1199,36281,5,2,16.1563125,103.3040746,speeding,1,90,79.0,0,trunk,URBAN,Monitor,"road: 36%, streetlight: 12%, vegetation: 9%, terrain: 6%, lane marking: 3%, curb: 2%, traffic light: 1%, pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1199.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1199.jpg
A1200,22059,2,1,14.0310867,100.1228312,speeding,0,80,87.0,28,primary,RURAL,Stable,"road: 39%, vegetation: 5%, streetlight: 4%, building: 4%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1200.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1200.jpg
A1201,22059,2,2,14.0225832,100.1517128,speeding,0,80,87.0,28,primary,RURAL,Stable,"road: 37%, terrain: 6%, lane marking: 4%, telephone pole: 3%, vegetation: 3%, streetlight: 2%, fence: 2%, building: 2%, utility pole: 2%, barrier: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1201.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1201.jpg
A1202,33853,2,1,14.758749,102.0376666,speeding,1,90,112.0,57,trunk,URBAN,Monitor,"road: 31%, train: 13%, barrier: 9%, lane marking: 3%, streetlight: 2%, building: 1%, pole: 1%, bridge: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1202.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1202.jpg
A1203,33853,2,2,14.7598118,102.0323262,speeding,0,90,112.0,57,trunk,URBAN,Monitor,"road: 41%, vegetation: 4%, terrain: 4%, streetlight: 1%, telephone pole: 1%, guardrail: 1%, fence: 1%, building: 1%, bridge: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1203.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1203.jpg
A1204,34791,3,1,7.6036765,99.6407028,cutting-in,0,90,91.5,19,trunk,URBAN,Monitor,"road: 36%, vegetation: 18%, terrain: 6%, lane marking: 4%, fence: 2%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1204.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1204.jpg
A1205,34791,3,2,7.6059549,99.6041013,cutting-in,1,90,91.5,19,trunk,URBAN,Monitor,"road: 30%, vegetation: 27%, terrain: 16%, lane marking: 3%, streetlight: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1205.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1205.jpg
A1206,37537,6,1,17.9814871,98.6852315,speeding,0,90,86.2,9,secondary,RURAL,Attention,"road: 35%, vegetation: 35%, streetlight: 7%, lane marking: 7%, terrain: 2%, pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1206.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1206.jpg
A1207,37537,6,2,18.1349608,98.6400641,speeding,0,90,86.2,9,secondary,RURAL,Attention,"vegetation: 43%, road: 26%, terrain: 11%, lane marking: 8%, streetlight: 2%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1207.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1207.jpg
A1208,36139,2,1,8.0671175,99.0012824,speeding,0,90,97.0,30,trunk,URBAN,Monitor,"road: 42%, building: 6%, vegetation: 5%, telephone pole: 3%, lane marking: 1%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1208.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1208.jpg
A1209,36139,2,2,8.0606894,99.0114906,speeding,1,90,97.0,30,trunk,URBAN,Monitor,"road: 38%, vegetation: 8%, lane marking: 4%, fence: 2%, streetlight: 1%, wall: 1%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1209.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1209.jpg
A1210,26089,8,1,16.2336076,101.0133876,speeding,0,90,91.2,19,primary,RURAL,Stable,"vegetation: 36%, road: 32%, lane marking: 10%, guardrail: 2%, terrain: 2%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1210.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1210.jpg
A1211,26089,8,2,16.1899496,100.9197209,speeding,0,90,91.2,19,primary,RURAL,Stable,"vegetation: 40%, road: 29%, terrain: 8%, lane marking: 2%, telephone pole: 1%, curb: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1211.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1211.jpg
A1212,37968,2,1,19.5153332,98.8460731,speeding,0,86,51.2,0,secondary,RURAL,Attention,"vegetation: 38%, road: 31%, lane marking: 3%, guardrail: 2%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1212.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1212.jpg
A1213,37968,2,2,19.5221107,98.7677363,speeding,0,86,51.2,0,secondary,RURAL,Attention,"vegetation: 55%, road: 35%, lane marking: 2%, terrain: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1213.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1213.jpg
A1214,34743,6,1,13.8123917,100.7812209,speeding,0,80,89.0,38,trunk,URBAN,Critical,"road: 34%, terrain: 8%, streetlight: 5%, building: 5%, lane marking: 4%, guardrail: 2%, vegetation: 2%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1214.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1214.jpg
A1215,34743,6,2,13.8059524,100.8484066,speeding,0,80,89.0,38,trunk,URBAN,Critical,"road: 35%, lane marking: 21%, building: 5%, vegetation: 2%, streetlight: 1%, sidewalk: 1%, terrain: 1%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1215.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1215.jpg
A1216,33852,12,1,14.7691478,101.9983262,speeding,0,90,112.0,60,trunk,RURAL,Attention,"road: 37%, vegetation: 16%, lane marking: 3%, terrain: 3%, streetlight: 1%, curb: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1216.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1216.jpg
A1217,33852,12,2,14.8318568,101.7884164,cutting-in,0,90,112.0,60,trunk,RURAL,Attention,"terrain: 27%, road: 21%, vegetation: 6%, streetlight: 2%, lane marking: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1217.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1217.jpg
A1218,55821,2,1,8.0974417,98.3366516,cutting-in,1,60,94.0,100,primary,URBAN,Monitor,"lane marking: 35%, road: 33%, vegetation: 7%, utility pole: 2%, streetlight: 1%, telephone pole: 1%, barrier: 1%, sidewalk: 1%, building: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1218.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A1218.jpg
